run_name,version,cd,f1_tau,f1_2tau,total_time_sec,total_time_min,avg_inference_sec,avg_inference_ms,avg_batch_sec,avg_batch_ms,avg_sample_ms,throughput_imgs_per_sec,warmup_iters,cudnn_benchmark,tf32,amp,compile,config,checkpoint,log_path
"designB_full","designb_0304100101",0.000451,0.656700,0.795100,704.08,11.73,0.00775,7.75,0.03099,30.99,16.08,62.18,15,true,true,false,false,"configs/defaults/designB.yml","datasets/data/pretrained/tensorflow.pth.tar","artifacts/logs/designB/designB_full/designb_0304100101_eval.log"
