timestamp,batch_idx,step_count,chamfer_distance_batch,chamfer_distance_running_avg,f1_tau_batch,f1_tau_running_avg,f1_2tau_batch,f1_2tau_running_avg
"2026-02-02 01:04:33,222",2665,2665,0.000547,0.000366,0.607543,0.431113,0.754026,0.530022
"2026-02-02 01:04:39,973",2670,2670,0.000547,0.000367,0.607629,0.430656,0.7541,0.529653
"2026-02-02 01:04:46,855",2675,2675,0.000547,0.000367,0.607854,0.430597,0.754262,0.529548
"2026-02-02 01:04:54,469",2680,2680,0.000546,0.000367,0.608324,0.43112,0.754617,0.529907
"2026-02-02 01:05:01,478",2685,2685,0.000545,0.000367,0.60862,0.431205,0.75487,0.530002
"2026-02-02 01:05:08,385",2690,2690,0.000546,0.000369,0.608771,0.430978,0.754947,0.529719
"2026-02-02 01:05:15,440",2695,2695,0.000545,0.000369,0.609071,0.431073,0.755171,0.529762
"2026-02-02 01:05:22,219",2700,2700,0.000545,0.000368,0.609379,0.431179,0.75541,0.529829
"2026-02-02 01:05:29,237",2705,2705,0.000545,0.000371,0.609357,0.430669,0.755344,0.529331
"2026-02-02 01:05:36,216",2710,2710,0.000548,0.000376,0.60912,0.429822,0.755071,0.528512
"2026-02-02 01:05:43,004",2715,2715,0.000547,0.000376,0.609317,0.42978,0.755197,0.528431
"2026-02-02 01:05:49,654",2720,2720,0.000547,0.000375,0.609647,0.429959,0.755466,0.528592
"2026-02-02 01:05:56,301",2725,2725,0.000546,0.000418,0.609859,0.486654,0.755587,0.589745
"2026-02-02 01:06:03,473",2730,2730,0.000546,0.000401,0.610183,0.489459,0.755772,0.593249
"2026-02-02 01:06:10,400",2735,2735,0.000545,0.000393,0.610723,0.493778,0.756155,0.597308
"2026-02-02 01:06:17,338",2740,2740,0.000544,0.000392,0.611064,0.493036,0.756396,0.597188
"2026-02-02 01:06:24,332",2745,2745,0.000545,0.0004,0.611259,0.491225,0.75651,0.595894
"2026-02-02 01:06:31,372",2750,2750,0.000544,0.000401,0.611408,0.489737,0.756572,0.594677
"2026-02-02 01:06:38,268",2755,2755,0.000544,0.000402,0.611629,0.489201,0.756672,0.594098
"2026-02-02 01:06:45,360",2760,2760,0.000544,0.0004,0.612082,0.490158,0.756951,0.594717
"2026-02-02 01:06:52,252",2765,2765,0.000544,0.000402,0.612262,0.4895,0.757024,0.594139
"2026-02-02 01:06:59,127",2770,2770,0.000543,0.000402,0.61248,0.489161,0.757176,0.594044
"2026-02-02 01:07:06,228",2775,2775,0.000543,0.000402,0.61279,0.489272,0.757375,0.594167
"2026-02-02 01:07:13,279",2780,2780,0.000542,0.0004,0.613212,0.489786,0.757662,0.594602
"2026-02-02 01:07:20,205",2785,2785,0.000542,0.0004,0.613362,0.489281,0.757766,0.594335
"2026-02-02 01:07:27,017",2790,2790,0.000541,0.000401,0.61356,0.489006,0.757905,0.594221
"2026-02-02 01:07:33,973",2795,2795,0.000541,0.000399,0.613951,0.489352,0.758186,0.594551
"2026-02-02 01:07:40,856",2800,2800,0.00054,0.000399,0.614403,0.489827,0.758477,0.59487
"2026-02-02 01:07:48,028",2805,2805,0.00054,0.000399,0.614608,0.489594,0.758575,0.594641
"2026-02-02 01:07:55,094",2810,2810,0.000539,0.0004,0.614893,0.489591,0.758716,0.594548
"2026-02-02 01:08:02,205",2815,2815,0.000539,0.0004,0.615052,0.489294,0.75883,0.594402
"2026-02-02 01:08:09,186",2820,2820,0.000539,0.0004,0.615265,0.489149,0.758937,0.594256
"2026-02-02 01:08:16,073",2825,2825,0.000538,0.0004,0.615533,0.489138,0.759119,0.594285
"2026-02-02 01:08:23,139",2830,2830,0.000538,0.000401,0.615798,0.489122,0.759275,0.594261
"2026-02-02 01:08:30,245",2835,2835,0.000538,0.0004,0.616208,0.489394,0.759541,0.594454
"2026-02-02 01:08:37,565",2840,2840,0.000537,0.0004,0.616358,0.489158,0.759633,0.594307
"2026-02-02 01:08:44,832",2845,2845,0.000537,0.0004,0.616645,0.48919,0.75981,0.594325
"2026-02-02 01:08:52,056",2850,2850,0.000536,0.000399,0.617013,0.48936,0.760053,0.594457
"2026-02-02 01:08:59,172",2855,2855,0.000537,0.000401,0.617096,0.489044,0.760044,0.59416
"2026-02-02 01:09:06,234",2860,2860,0.000536,0.000401,0.617327,0.48899,0.760169,0.5941
"2026-02-02 01:09:13,020",2865,2865,0.000536,0.000401,0.617576,0.48897,0.760285,0.594031
"2026-02-02 01:09:20,085",2870,2870,0.000536,0.000401,0.617743,0.488828,0.760396,0.593961
"2026-02-02 01:09:27,310",2875,2875,0.000535,0.000401,0.618143,0.489037,0.760669,0.594131
"2026-02-02 01:09:34,544",2880,2880,0.000535,0.000401,0.618476,0.48914,0.760879,0.594203
"2026-02-02 01:09:41,854",2885,2885,0.000534,0.000401,0.618862,0.489309,0.761149,0.594353
"2026-02-02 01:09:49,110",2890,2890,0.000534,0.0004,0.619323,0.489571,0.761466,0.594559
"2026-02-02 01:09:56,514",2895,2895,0.000533,0.0004,0.619594,0.489573,0.761655,0.594589
"2026-02-02 01:10:03,684",2900,2900,0.000533,0.0004,0.619915,0.489639,0.761901,0.594689
"2026-02-02 01:10:10,802",2905,2905,0.000532,0.000399,0.620183,0.489639,0.762103,0.59473
"2026-02-02 01:10:17,758",2910,2910,0.000532,0.000399,0.620302,0.48946,0.762171,0.59461
"2026-02-02 01:10:25,248",2915,2915,0.000532,0.0004,0.620333,0.489189,0.762123,0.59436
"2026-02-02 01:10:32,307",2920,2920,0.000531,0.0004,0.620674,0.489284,0.762365,0.594454
"2026-02-02 01:10:39,660",2925,2925,0.000531,0.0004,0.62078,0.489115,0.762381,0.594292
"2026-02-02 01:10:46,397",2930,2930,0.000531,0.0004,0.621026,0.489107,0.762524,0.594278
"2026-02-02 01:10:53,490",2935,2935,0.000531,0.000401,0.621203,0.489027,0.7626,0.594192
"2026-02-02 01:11:00,713",2940,2940,0.000531,0.000401,0.621385,0.488956,0.762684,0.594119
"2026-02-02 01:11:07,329",2945,2945,0.000531,0.000402,0.621642,0.488965,0.762825,0.594108
"2026-02-02 01:11:14,482",2950,2950,0.000531,0.000401,0.622059,0.489136,0.763122,0.594254
"2026-02-02 01:11:21,548",2955,2955,0.00053,0.000401,0.622338,0.489165,0.763274,0.594252
"2026-02-02 01:11:28,673",2960,2960,0.00053,0.000401,0.622518,0.489098,0.76339,0.594216
"2026-02-02 01:11:36,016",2965,2965,0.00053,0.000401,0.622708,0.489045,0.763467,0.594146
"2026-02-02 01:11:43,316",2970,2970,0.00053,0.000402,0.622929,0.489022,0.763601,0.594131
"2026-02-02 01:11:50,518",2975,2975,0.000529,0.000401,0.623267,0.489107,0.763846,0.594218
"2026-02-02 01:11:57,779",2980,2980,0.000528,0.000401,0.623744,0.489315,0.764177,0.594379
"2026-02-02 01:12:04,717",2985,2985,0.000528,0.000401,0.624143,0.489447,0.764453,0.594488
"2026-02-02 01:12:11,901",2990,2990,0.000527,0.0004,0.624323,0.489387,0.764565,0.594451
"2026-02-02 01:12:19,100",2995,2995,0.000527,0.000401,0.624636,0.489442,0.764751,0.594479
"2026-02-02 01:12:25,943",3000,3000,0.000528,0.000401,0.624688,0.489278,0.76469,0.5943
"2026-02-02 01:12:33,157",3005,3005,0.000527,0.000401,0.624913,0.489263,0.764846,0.594305
"2026-02-02 01:12:40,091",3010,3010,0.000527,0.000402,0.624939,0.489088,0.764816,0.59416
"2026-02-02 01:12:47,302",3015,3015,0.000527,0.000402,0.625235,0.489133,0.765001,0.594191
"2026-02-02 01:12:54,421",3020,3020,0.000527,0.000402,0.625433,0.489101,0.765084,0.594142
"2026-02-02 01:13:01,238",3025,3025,0.000527,0.000402,0.625827,0.489221,0.765359,0.594243
"2026-02-02 01:13:08,435",3030,3030,0.000526,0.000402,0.626064,0.48922,0.765518,0.594253
"2026-02-02 01:13:15,501",3035,3035,0.000527,0.000402,0.626145,0.489102,0.765514,0.59414
"2026-02-02 01:13:22,734",3040,3040,0.000526,0.000402,0.626341,0.489073,0.765644,0.594131
"2026-02-02 01:13:29,516",3045,3045,0.000526,0.000402,0.626589,0.489083,0.7658,0.594141
"2026-02-02 01:13:36,289",3050,3050,0.000526,0.000403,0.626722,0.489012,0.76585,0.594075
"2026-02-02 01:13:43,258",3055,3055,0.000526,0.000403,0.626915,0.488984,0.765976,0.594064
"2026-02-02 01:13:49,990",3060,3060,0.000526,0.000403,0.627039,0.488911,0.766034,0.594008
"2026-02-02 01:13:56,918",3065,3065,0.000526,0.000403,0.627202,0.488866,0.766147,0.59399
"2026-02-02 01:14:03,971",3070,3070,0.000525,0.000403,0.627567,0.488961,0.766422,0.594084
"2026-02-02 01:14:11,194",3075,3075,0.000525,0.000403,0.627519,0.488776,0.766327,0.593927
"2026-02-02 01:14:19,103",3080,3080,0.000525,0.000403,0.627722,0.488762,0.766449,0.593918
"2026-02-02 01:14:26,212",3085,3085,0.000525,0.000403,0.627823,0.488682,0.766482,0.593851
"2026-02-02 01:14:33,051",3090,3090,0.000524,0.000403,0.62815,0.488752,0.766688,0.593898
"2026-02-02 01:14:39,928",3095,3095,0.000525,0.000403,0.628314,0.488716,0.766784,0.593875
"2026-02-02 01:14:46,621",3100,3100,0.000524,0.000403,0.628605,0.488762,0.766966,0.593905
"2026-02-02 01:14:54,019",3105,3105,0.000525,0.000403,0.628576,0.488606,0.766888,0.593774
"2026-02-02 01:15:00,762",3110,3110,0.000524,0.000403,0.628706,0.488554,0.766951,0.593733
"2026-02-02 01:15:07,923",3115,3115,0.000524,0.000403,0.628957,0.488576,0.767126,0.593761
"2026-02-02 01:15:15,153",3120,3120,0.000524,0.000403,0.629103,0.488535,0.767215,0.593737
"2026-02-02 01:15:22,176",3125,3125,0.000523,0.000403,0.629368,0.488567,0.767416,0.59378
"2026-02-02 01:15:28,992",3130,3130,0.000523,0.000403,0.629486,0.488511,0.767502,0.593755
"2026-02-02 01:15:36,162",3135,3135,0.000522,0.000403,0.629636,0.488475,0.767618,0.593749
"2026-02-02 01:15:43,089",3140,3140,0.000523,0.000403,0.629783,0.48844,0.767692,0.593718
"2026-02-02 01:15:49,754",3145,3145,0.000524,0.000404,0.62992,0.488399,0.767758,0.593684
"2026-02-02 01:15:56,733",3150,3150,0.000524,0.000404,0.630167,0.488422,0.767937,0.593714
"2026-02-02 01:16:04,029",3155,3155,0.000523,0.000404,0.630318,0.488391,0.768038,0.593701
"2026-02-02 01:16:11,122",3160,3160,0.000523,0.000404,0.630601,0.488434,0.768243,0.593745
"2026-02-02 01:16:17,687",3165,3165,0.000522,0.000404,0.630706,0.488379,0.768331,0.593725
"2026-02-02 01:16:24,603",3170,3170,0.000522,0.000404,0.630928,0.488389,0.768471,0.593734
"2026-02-02 01:16:31,767",3175,3175,0.000522,0.000404,0.631069,0.488356,0.768533,0.5937
"2026-02-02 01:16:38,709",3180,3180,0.000523,0.000404,0.631062,0.488244,0.768478,0.593604
"2026-02-02 01:16:45,192",3185,3185,0.000523,0.000405,0.631163,0.488191,0.768515,0.59356
"2026-02-02 01:16:52,212",3190,3190,0.000523,0.000405,0.631518,0.488274,0.768735,0.593613
"2026-02-02 01:16:58,907",3195,3195,0.000523,0.000405,0.63168,0.488255,0.768816,0.593592
"2026-02-02 01:17:05,519",3200,3200,0.000523,0.000405,0.631796,0.488213,0.768877,0.593562
"2026-02-02 01:17:12,455",3205,3205,0.000522,0.000405,0.631942,0.488188,0.768992,0.59356
"2026-02-02 01:17:19,387",3210,3210,0.000522,0.000405,0.632264,0.488252,0.76922,0.593616
"2026-02-02 01:17:26,207",3215,3215,0.000521,0.000404,0.632545,0.488295,0.769431,0.593662
"2026-02-02 01:17:33,108",3220,3220,0.000521,0.000405,0.6327,0.488274,0.769489,0.593632
"2026-02-02 01:17:40,158",3225,3225,0.000521,0.000404,0.632949,0.488301,0.76966,0.593658
"2026-02-02 01:17:47,250",3230,3230,0.00052,0.000418,0.633162,0.54787,0.769823,0.663483
"2026-02-02 01:17:54,395",3235,3235,0.00052,0.000432,0.633321,0.54548,0.769946,0.659821
"2026-02-02 01:18:01,365",3240,3240,0.00052,0.000427,0.633508,0.54586,0.770133,0.660898
"2026-02-02 01:18:08,236",3245,3245,0.000519,0.000427,0.633662,0.545514,0.770258,0.66036
"2026-02-02 01:18:15,271",3250,3250,0.000519,0.000426,0.633815,0.545324,0.770401,0.660293
"2026-02-02 01:18:22,079",3255,3255,0.000519,0.000429,0.633787,0.543469,0.770397,0.658848
"2026-02-02 01:18:29,168",3260,3260,0.000519,0.00043,0.633869,0.543104,0.770481,0.65857
"2026-02-02 01:18:36,222",3265,3265,0.000518,0.000429,0.633963,0.542922,0.770591,0.658555
"2026-02-02 01:18:42,951",3270,3270,0.000518,0.000431,0.633951,0.542135,0.7706,0.657929
"2026-02-02 01:18:49,751",3275,3275,0.000518,0.000429,0.634179,0.542833,0.770779,0.65837
"2026-02-02 01:18:56,921",3280,3280,0.000518,0.000431,0.634239,0.542569,0.770819,0.658037
"2026-02-02 01:19:03,626",3285,3285,0.000518,0.000432,0.634288,0.542303,0.770866,0.657798
"2026-02-02 01:19:10,498",3290,3290,0.000517,0.000432,0.63451,0.542793,0.771041,0.658127
"2026-02-02 01:19:17,439",3295,3295,0.000517,0.000432,0.634564,0.542574,0.771118,0.65803
"2026-02-02 01:19:24,354",3300,3300,0.000517,0.000432,0.634607,0.542344,0.77116,0.657829
"2026-02-02 01:19:31,365",3305,3305,0.000517,0.000433,0.634674,0.542224,0.771203,0.657652
"2026-02-02 01:19:38,456",3310,3310,0.000517,0.000433,0.634666,0.541883,0.771225,0.657436
"2026-02-02 01:19:45,707",3315,3315,0.000517,0.000433,0.634827,0.542085,0.771361,0.657579
"2026-02-02 01:19:52,872",3320,3320,0.000516,0.000433,0.634897,0.542011,0.77144,0.65755
"2026-02-02 01:19:59,958",3325,3325,0.000516,0.000433,0.635024,0.542096,0.771526,0.657543
"2026-02-02 01:20:06,671",3330,3330,0.000516,0.000433,0.635084,0.542003,0.77159,0.65748
"2026-02-02 01:20:13,629",3335,3335,0.000515,0.000432,0.635302,0.542303,0.771777,0.657723
"2026-02-02 01:20:20,742",3340,3340,0.000515,0.000432,0.6355,0.54253,0.771928,0.657862
"2026-02-02 01:20:27,883",3345,3345,0.000515,0.000432,0.635606,0.542534,0.771997,0.657808
"2026-02-02 01:20:35,028",3350,3350,0.000514,0.000432,0.635726,0.542569,0.772098,0.657826
"2026-02-02 01:20:41,921",3355,3355,0.000514,0.000432,0.635791,0.54249,0.772129,0.6577
"2026-02-02 01:20:48,777",3360,3360,0.000515,0.000433,0.635949,0.5426,0.77225,0.657762
"2026-02-02 01:20:55,751",3365,3365,0.000515,0.000433,0.636147,0.54278,0.772404,0.657883
"2026-02-02 01:21:02,763",3370,3370,0.000514,0.000433,0.636318,0.542899,0.772528,0.657941
"2026-02-02 01:21:09,572",3375,3375,0.000514,0.000433,0.63651,0.543046,0.772689,0.658061
"2026-02-02 01:21:16,510",3380,3380,0.000514,0.000433,0.636537,0.542901,0.772723,0.657956
"2026-02-02 01:21:23,871",3385,3385,0.000514,0.000433,0.636515,0.542684,0.772708,0.657775
"2026-02-02 01:21:30,756",3390,3390,0.000514,0.000433,0.636547,0.542568,0.772733,0.657672
"2026-02-02 01:21:37,726",3395,3395,0.000514,0.000434,0.636571,0.542446,0.772764,0.657583
"2026-02-02 01:21:44,906",3400,3400,0.000514,0.000434,0.636695,0.542485,0.772858,0.657596
"2026-02-02 01:21:51,762",3405,3405,0.000514,0.000434,0.636806,0.542503,0.772947,0.657601
"2026-02-02 01:21:58,893",3410,3410,0.000513,0.000434,0.636849,0.54242,0.773028,0.657595
"2026-02-02 01:22:05,723",3415,3415,0.000513,0.000434,0.63702,0.542524,0.773169,0.657674
"2026-02-02 01:22:12,957",3420,3420,0.000513,0.000435,0.636968,0.542316,0.773137,0.657512
"2026-02-02 01:22:20,125",3425,3425,0.000513,0.000435,0.637022,0.542262,0.773171,0.657446
"2026-02-02 01:22:27,115",3430,3430,0.000513,0.000434,0.637136,0.542288,0.773272,0.657471
"2026-02-02 01:22:34,477",3435,3435,0.000513,0.000434,0.637225,0.542281,0.773352,0.65747
"2026-02-02 01:22:41,201",3440,3440,0.000512,0.000434,0.637262,0.542211,0.7734,0.657427
"2026-02-02 01:22:48,254",3445,3445,0.000512,0.000434,0.637388,0.542252,0.773507,0.65746
"2026-02-02 01:22:55,289",3450,3450,0.000512,0.000434,0.637644,0.542448,0.773686,0.657577
"2026-02-02 01:23:02,110",3455,3455,0.000511,0.000434,0.637803,0.542522,0.773838,0.657659
"2026-02-02 01:23:09,171",3460,3460,0.000511,0.000434,0.637944,0.542573,0.773964,0.657708
"2026-02-02 01:23:16,440",3465,3465,0.000511,0.000434,0.637942,0.542461,0.773981,0.657632
"2026-02-02 01:23:23,267",3470,3470,0.000511,0.000434,0.638062,0.542489,0.774076,0.657645
"2026-02-02 01:23:30,182",3475,3475,0.000511,0.000434,0.638222,0.542559,0.774188,0.657676
"2026-02-02 01:23:37,209",3480,3480,0.00051,0.000434,0.638461,0.542711,0.774371,0.657783
"2026-02-02 01:23:43,899",3485,3485,0.00051,0.000434,0.638395,0.542539,0.774305,0.657625
"2026-02-02 01:23:50,916",3490,3490,0.00051,0.000433,0.638651,0.542704,0.774495,0.657737
"2026-02-02 01:23:57,635",3495,3495,0.00051,0.000433,0.638679,0.542633,0.774524,0.657681
"2026-02-02 01:24:05,022",3500,3500,0.000511,0.000435,0.638678,0.542536,0.774509,0.657585
"2026-02-02 01:24:12,213",3505,3505,0.000511,0.000435,0.638742,0.542506,0.774555,0.657551
"2026-02-02 01:24:19,404",3510,3510,0.000511,0.000435,0.638874,0.542543,0.774645,0.657562
"2026-02-02 01:24:26,675",3515,3515,0.00051,0.000435,0.63896,0.542536,0.774708,0.657546
"2026-02-02 01:24:34,281",3520,3520,0.00051,0.000435,0.639012,0.542497,0.774749,0.65751
"2026-02-02 01:24:41,625",3525,3525,0.000511,0.000435,0.639026,0.542425,0.774728,0.657419
"2026-02-02 01:24:48,612",3530,3530,0.00051,0.000435,0.639152,0.542455,0.774819,0.657432
"2026-02-02 01:24:55,606",3535,3535,0.000511,0.000436,0.63909,0.542319,0.77475,0.657303
"2026-02-02 01:25:02,584",3540,3540,0.00051,0.000436,0.639189,0.542328,0.774833,0.657311
"2026-02-02 01:25:09,871",3545,3545,0.00051,0.000436,0.639326,0.54237,0.774906,0.65731
"2026-02-02 01:25:16,948",3550,3550,0.00051,0.000436,0.639197,0.542184,0.774796,0.657154
"2026-02-02 01:25:23,784",3555,3555,0.00051,0.000436,0.639326,0.54222,0.774901,0.657182
"2026-02-02 01:25:30,511",3560,3560,0.00051,0.000436,0.639347,0.542166,0.774911,0.657131
"2026-02-02 01:25:37,689",3565,3565,0.00051,0.000436,0.639518,0.542235,0.775032,0.657173
"2026-02-02 01:25:44,803",3570,3570,0.000509,0.000435,0.639696,0.54231,0.775148,0.657209
"2026-02-02 01:25:51,826",3575,3575,0.000509,0.000435,0.639802,0.542324,0.77523,0.657218
"2026-02-02 01:25:58,763",3580,3580,0.000509,0.000435,0.639891,0.542326,0.775316,0.65723
"2026-02-02 01:26:05,623",3585,3585,0.000509,0.000435,0.640068,0.542396,0.775472,0.657295
"2026-02-02 01:26:12,477",3590,3590,0.000508,0.000435,0.64016,0.542399,0.775524,0.65728
"2026-02-02 01:26:19,484",3595,3595,0.000508,0.000435,0.640367,0.542489,0.775673,0.657339
"2026-02-02 01:26:26,180",3600,3600,0.000508,0.000435,0.640341,0.542403,0.775673,0.657284
"2026-02-02 01:26:33,115",3605,3605,0.000508,0.000436,0.640329,0.54233,0.775656,0.65722
"2026-02-02 01:26:39,741",3610,3610,0.000508,0.000435,0.640478,0.542377,0.775799,0.657273
"2026-02-02 01:26:46,332",3615,3615,0.000508,0.000435,0.64061,0.542409,0.775897,0.657292
"2026-02-02 01:26:53,072",3620,3620,0.000508,0.000435,0.640609,0.542347,0.77588,0.65723
"2026-02-02 01:26:59,907",3625,3625,0.000508,0.000435,0.640703,0.542353,0.775951,0.657231
"2026-02-02 01:27:06,849",3630,3630,0.000507,0.000435,0.640741,0.54232,0.775991,0.657211
"2026-02-02 01:27:13,711",3635,3635,0.000507,0.000435,0.640851,0.542338,0.776061,0.657212
"2026-02-02 01:27:20,677",3640,3640,0.000507,0.000435,0.640937,0.542339,0.776143,0.657221
"2026-02-02 01:27:27,539",3645,3645,0.000507,0.000435,0.64106,0.542364,0.776235,0.657236
"2026-02-02 01:27:34,626",3650,3650,0.000507,0.000435,0.641261,0.542442,0.776387,0.657292
"2026-02-02 01:27:41,482",3655,3655,0.000507,0.000435,0.641356,0.542448,0.776469,0.657301
"2026-02-02 01:27:48,400",3660,3660,0.000507,0.000435,0.641469,0.542467,0.776563,0.657317
"2026-02-02 01:27:55,391",3665,3665,0.000506,0.000435,0.641603,0.542498,0.776673,0.657343
"2026-02-02 01:28:02,041",3670,3670,0.000506,0.000435,0.641801,0.54257,0.776795,0.657376
"2026-02-02 01:28:08,524",3675,3675,0.000506,0.000435,0.64203,0.54266,0.776955,0.657433
"2026-02-02 01:28:15,123",3680,3680,0.000506,0.000435,0.642137,0.542673,0.777037,0.65744
"2026-02-02 01:28:22,019",3685,3685,0.000505,0.000435,0.642224,0.542672,0.777097,0.657434
"2026-02-02 01:28:28,723",3690,3690,0.000505,0.000435,0.642416,0.542736,0.777264,0.657494
"2026-02-02 01:28:35,708",3695,3695,0.000505,0.000435,0.642438,0.542696,0.777247,0.65744
"2026-02-02 01:28:42,775",3700,3700,0.000505,0.000435,0.642591,0.542736,0.777377,0.657476
"2026-02-02 01:28:49,607",3705,3705,0.000505,0.000435,0.642571,0.542671,0.777362,0.657425
"2026-02-02 01:28:56,576",3710,3710,0.000505,0.000435,0.64261,0.542643,0.777388,0.6574
"2026-02-02 01:29:03,609",3715,3715,0.000505,0.000435,0.642639,0.54261,0.777449,0.657395
"2026-02-02 01:29:10,494",3720,3720,0.000504,0.000435,0.642779,0.542642,0.777558,0.657419
"2026-02-02 01:29:17,536",3725,3725,0.000504,0.000435,0.642906,0.542666,0.777632,0.657422
"2026-02-02 01:29:24,269",3730,3730,0.000504,0.000435,0.642993,0.542667,0.777711,0.657427
"2026-02-02 01:29:30,848",3735,3735,0.000504,0.000435,0.643076,0.542666,0.777794,0.657436
"2026-02-02 01:29:37,571",3740,3740,0.000504,0.000435,0.643173,0.542672,0.777876,0.657444
"2026-02-02 01:29:44,138",3745,3745,0.000504,0.000435,0.643284,0.542687,0.777971,0.657458
"2026-02-02 01:29:51,327",3750,3750,0.000503,0.000435,0.643421,0.542716,0.778066,0.657473
"2026-02-02 01:29:58,293",3755,3755,0.000503,0.000435,0.643506,0.542716,0.778141,0.657477
"2026-02-02 01:30:05,055",3760,3760,0.000504,0.000435,0.643506,0.54267,0.77808,0.657406
"2026-02-02 01:30:11,859",3765,3765,0.000504,0.000435,0.643528,0.542636,0.778097,0.657379
"2026-02-02 01:30:18,840",3770,3770,0.000503,0.000435,0.643713,0.542691,0.778269,0.657436
"2026-02-02 01:30:25,659",3775,3775,0.000503,0.000435,0.643923,0.542758,0.77842,0.657481
"2026-02-02 01:30:32,670",3780,3780,0.000503,0.000435,0.644099,0.542806,0.778555,0.657516
"2026-02-02 01:30:39,794",3785,3785,0.000502,0.000435,0.644152,0.542789,0.778621,0.657515
"2026-02-02 01:30:46,693",3790,3790,0.000502,0.000435,0.644264,0.542804,0.7787,0.657521
"2026-02-02 01:30:53,706",3795,3795,0.000502,0.000435,0.64437,0.542815,0.778804,0.65754
"2026-02-02 01:31:00,792",3800,3800,0.000502,0.000435,0.64447,0.542823,0.778861,0.657534
"2026-02-02 01:31:07,783",3805,3805,0.000502,0.000435,0.644503,0.542797,0.778902,0.657521
"2026-02-02 01:31:14,675",3810,3810,0.000502,0.000435,0.644609,0.542808,0.778987,0.657529
"2026-02-02 01:31:21,869",3815,3815,0.000501,0.000435,0.644746,0.542835,0.77912,0.657563
"2026-02-02 01:31:29,062",3820,3820,0.000501,0.000435,0.644851,0.542845,0.779183,0.657561
"2026-02-02 01:31:35,857",3825,3825,0.000501,0.000435,0.644921,0.542838,0.779209,0.65754
"2026-02-02 01:31:42,938",3830,3830,0.000501,0.000435,0.645034,0.542853,0.779306,0.657555
"2026-02-02 01:31:50,243",3835,3835,0.000501,0.000435,0.645118,0.542853,0.779399,0.657568
"2026-02-02 01:31:57,420",3840,3840,0.0005,0.000435,0.645173,0.542839,0.779467,0.657568
"2026-02-02 01:32:04,394",3845,3845,0.0005,0.000435,0.645364,0.542891,0.779603,0.657602
"2026-02-02 01:32:11,749",3850,3850,0.0005,0.000435,0.645489,0.542911,0.779727,0.657629
"2026-02-02 01:32:19,004",3855,3855,0.000499,0.000434,0.645605,0.542926,0.779832,0.657647
"2026-02-02 01:32:25,907",3860,3860,0.000499,0.000434,0.645681,0.542923,0.779916,0.657655
"2026-02-02 01:32:32,831",3865,3865,0.0005,0.000435,0.645676,0.542882,0.779916,0.657624
"2026-02-02 01:32:40,007",3870,3870,0.0005,0.000435,0.645741,0.542874,0.779943,0.657605
"2026-02-02 01:32:47,230",3875,3875,0.000499,0.000435,0.645882,0.542901,0.780061,0.657629
"2026-02-02 01:32:54,313",3880,3880,0.000499,0.000435,0.64595,0.542894,0.780117,0.657624
"2026-02-02 01:33:01,326",3885,3885,0.000499,0.000435,0.64598,0.542871,0.780132,0.657601
"2026-02-02 01:33:08,500",3890,3890,0.000499,0.000435,0.645982,0.542835,0.780146,0.657578
"2026-02-02 01:33:15,243",3895,3895,0.000499,0.000435,0.646071,0.542838,0.78021,0.657577
"2026-02-02 01:33:22,616",3900,3900,0.000499,0.000435,0.646196,0.542858,0.780318,0.657597
"2026-02-02 01:33:29,575",3905,3905,0.000498,0.000434,0.646375,0.542902,0.780455,0.657629
"2026-02-02 01:33:36,100",3910,3910,0.000498,0.000434,0.646481,0.542913,0.78054,0.657638
"2026-02-02 01:33:42,971",3915,3915,0.000498,0.000434,0.646487,0.54288,0.780538,0.657608
"2026-02-02 01:33:50,006",3920,3920,0.000498,0.000435,0.646514,0.542857,0.780573,0.657595
"2026-02-02 01:33:56,832",3925,3925,0.000498,0.000435,0.646616,0.542866,0.780658,0.657604
"2026-02-02 01:34:03,562",3930,3930,0.000498,0.000435,0.646536,0.542797,0.78061,0.657555
"2026-02-02 01:34:10,806",3935,3935,0.000497,0.000435,0.646567,0.542777,0.780656,0.657548
"2026-02-02 01:34:18,005",3940,3940,0.000497,0.000434,0.646651,0.54278,0.780729,0.657552
"2026-02-02 01:34:24,676",3945,3945,0.000497,0.000434,0.646778,0.542801,0.780818,0.657563
"2026-02-02 01:34:32,260",3950,3950,0.000497,0.000434,0.646814,0.542783,0.78085,0.65755
"2026-02-02 01:34:39,287",3955,3955,0.000497,0.000434,0.646893,0.542784,0.780904,0.657547
"2026-02-02 01:34:46,151",3960,3960,0.000496,0.000434,0.647018,0.542803,0.781019,0.657569
"2026-02-02 01:34:53,264",3965,3965,0.000496,0.000434,0.647205,0.542849,0.781165,0.657603
"2026-02-02 01:35:00,269",3970,3970,0.000496,0.000434,0.647366,0.542883,0.781284,0.657626
"2026-02-02 01:35:06,663",3975,3975,0.000496,0.000434,0.647458,0.542889,0.781372,0.657636
"2026-02-02 01:35:13,573",3980,3980,0.000495,0.000434,0.647599,0.542914,0.781498,0.657662
"2026-02-02 01:35:20,934",3985,3985,0.000495,0.000434,0.647633,0.542897,0.781538,0.657653
"2026-02-02 01:35:27,707",3990,3990,0.000495,0.000434,0.64783,0.542944,0.781686,0.657687
"2026-02-02 01:35:34,566",3995,3995,0.000494,0.000434,0.647895,0.542939,0.781747,0.657686
