timestamp,batch_idx,step_count,chamfer_distance_batch,chamfer_distance_running_avg,f1_tau_batch,f1_tau_running_avg,f1_2tau_batch,f1_2tau_running_avg
"2026-02-02 00:32:53,844",1330,1330,0.000473,0.00014,0.595814,0.187323,0.755497,0.235719
"2026-02-02 00:33:00,609",1335,1335,0.000472,0.000139,0.595894,0.187348,0.755505,0.235734
"2026-02-02 00:33:07,764",1340,1340,0.000472,0.000139,0.595837,0.187346,0.755486,0.235743
"2026-02-02 00:33:15,063",1345,1345,0.000473,0.000139,0.595944,0.187375,0.755451,0.235749
"2026-02-02 00:33:22,847",1350,1350,0.000473,0.000139,0.595703,0.187336,0.755202,0.235713
"2026-02-02 00:33:30,040",1355,1355,0.000475,0.00014,0.595098,0.187227,0.754592,0.235607
"2026-02-02 00:33:37,175",1360,1360,0.000475,0.00014,0.595356,0.187286,0.754747,0.23565
"2026-02-02 00:33:44,543",1365,1365,0.000474,0.00014,0.595395,0.187302,0.754797,0.235672
"2026-02-02 00:33:51,679",1370,1370,0.000474,0.000139,0.595564,0.187342,0.754906,0.235705
"2026-02-02 00:33:58,682",1375,1375,0.000474,0.000139,0.595581,0.187354,0.754915,0.235719
"2026-02-02 00:34:05,241",1380,1380,0.000474,0.000139,0.595544,0.187354,0.754876,0.235724
"2026-02-02 00:34:12,082",1385,1385,0.000476,0.00014,0.59525,0.187307,0.75452,0.235668
"2026-02-02 00:34:19,022",1390,1390,0.000476,0.00014,0.59527,0.187318,0.754552,0.235686
"2026-02-02 00:34:25,684",1395,1395,0.000476,0.00014,0.595085,0.187291,0.754365,0.235663
"2026-02-02 00:34:32,632",1400,1400,0.000476,0.00014,0.595178,0.187316,0.754468,0.235693
"2026-02-02 00:34:39,495",1405,1405,0.000475,0.000139,0.595369,0.187359,0.7546,0.235729
"2026-02-02 00:34:46,397",1410,1410,0.000476,0.000139,0.595175,0.187331,0.754432,0.235709
"2026-02-02 00:34:53,225",1415,1415,0.000476,0.000139,0.595096,0.187324,0.754307,0.235697
"2026-02-02 00:35:00,337",1420,1420,0.000476,0.000139,0.594941,0.187303,0.754137,0.235677
"2026-02-02 00:35:07,525",1425,1425,0.000476,0.000139,0.595201,0.187357,0.754339,0.235724
"2026-02-02 00:35:14,557",1430,1430,0.000475,0.000139,0.595254,0.187374,0.754426,0.23575
"2026-02-02 00:35:21,302",1435,1435,0.000475,0.000139,0.59557,0.187437,0.754658,0.235802
"2026-02-02 00:35:28,350",1440,1440,0.000474,0.000139,0.595886,0.1875,0.75492,0.235859
"2026-02-02 00:35:35,645",1445,1445,0.000476,0.000139,0.595462,0.18743,0.75448,0.23579
"2026-02-02 00:35:42,225",1450,1450,0.000477,0.000139,0.595154,0.187382,0.754154,0.235742
"2026-02-02 00:35:49,189",1455,1455,0.000477,0.000139,0.595065,0.187373,0.754081,0.235739
"2026-02-02 00:35:56,006",1460,1460,0.000478,0.000139,0.594974,0.187363,0.753972,0.235729
"2026-02-02 00:36:02,841",1465,1465,0.000477,0.000139,0.595147,0.1874,0.754155,0.235771
"2026-02-02 00:36:10,040",1470,1470,0.000477,0.000139,0.595268,0.187427,0.754207,0.235789
"2026-02-02 00:36:17,747",1475,1475,0.000477,0.000139,0.595054,0.187396,0.753984,0.23576
"2026-02-02 00:36:24,744",1480,1480,0.000477,0.000139,0.5951,0.18741,0.754029,0.235777
"2026-02-02 00:36:31,197",1485,1485,0.000478,0.000139,0.594816,0.187367,0.753704,0.23573
"2026-02-02 00:36:38,190",1490,1490,0.000478,0.000139,0.595213,0.187441,0.754039,0.235796
"2026-02-02 00:36:45,077",1495,1495,0.000478,0.000139,0.595177,0.18744,0.75401,0.2358
"2026-02-02 00:36:52,122",1500,1500,0.000479,0.00014,0.595017,0.187419,0.75375,0.235765
"2026-02-02 00:36:58,708",1505,1505,0.000479,0.000139,0.59495,0.187413,0.753697,0.235764
"2026-02-02 00:37:05,560",1510,1510,0.000479,0.000139,0.594911,0.187412,0.753706,0.235774
"2026-02-02 00:37:12,146",1515,1515,0.000479,0.000139,0.594921,0.187419,0.753702,0.235782
"2026-02-02 00:37:18,981",1520,1520,0.000479,0.000139,0.594825,0.187408,0.753614,0.235776
"2026-02-02 00:37:26,020",1525,1525,0.000478,0.000139,0.594805,0.18741,0.75364,0.235788
"2026-02-02 00:37:32,921",1530,1530,0.000479,0.000139,0.594721,0.187402,0.753519,0.235777
"2026-02-02 00:37:39,793",1535,1535,0.000479,0.000139,0.594863,0.187431,0.753631,0.235803
"2026-02-02 00:37:46,727",1540,1540,0.000479,0.000139,0.594652,0.187401,0.753442,0.23578
"2026-02-02 00:37:53,704",1545,1545,0.000478,0.000139,0.594906,0.187448,0.753649,0.235822
"2026-02-02 00:38:00,563",1550,1550,0.000479,0.000139,0.59473,0.187424,0.753456,0.235798
"2026-02-02 00:38:07,970",1555,1555,0.000479,0.000139,0.594653,0.187417,0.753384,0.235794
"2026-02-02 00:38:15,530",1560,1560,0.000478,0.000139,0.594765,0.18744,0.753446,0.235811
"2026-02-02 00:38:22,925",1565,1565,0.000478,0.000139,0.59498,0.187479,0.753585,0.235842
"2026-02-02 00:38:30,116",1570,1570,0.000478,0.000139,0.594785,0.187453,0.753419,0.235822
"2026-02-02 00:38:37,327",1575,1575,0.000478,0.000139,0.594676,0.18744,0.753312,0.235812
"2026-02-02 00:38:44,468",1580,1580,0.000478,0.000139,0.594558,0.187426,0.75318,0.235798
"2026-02-02 00:38:51,831",1585,1585,0.000478,0.000139,0.594695,0.187452,0.7533,0.235825
"2026-02-02 00:38:58,625",1590,1590,0.000478,0.000139,0.594527,0.18743,0.753129,0.235805
"2026-02-02 00:39:06,044",1595,1595,0.000479,0.000139,0.594404,0.187415,0.752998,0.235791
"2026-02-02 00:39:13,532",1600,1600,0.000478,0.000139,0.594478,0.187432,0.753058,0.235808
"2026-02-02 00:39:20,743",1605,1605,0.000478,0.000139,0.594567,0.18745,0.753133,0.235826
"2026-02-02 00:39:28,488",1610,1610,0.000478,0.000139,0.594539,0.18745,0.753135,0.235833
"2026-02-02 00:39:35,517",1615,1615,0.000479,0.000139,0.594358,0.187426,0.752871,0.235799
"2026-02-02 00:39:42,791",1620,1620,0.000479,0.000139,0.594405,0.187438,0.75293,0.235815
"2026-02-02 00:39:49,908",1625,1625,0.00048,0.000139,0.594302,0.187427,0.752781,0.235799
"2026-02-02 00:39:56,852",1630,1630,0.000481,0.000139,0.59442,0.187449,0.752854,0.235816
"2026-02-02 00:40:03,981",1635,1635,0.000481,0.000139,0.594317,0.187438,0.752789,0.235813
"2026-02-02 00:40:11,386",1640,1640,0.000481,0.000139,0.594186,0.187422,0.752662,0.2358
"2026-02-02 00:40:18,644",1645,1645,0.000481,0.000139,0.594176,0.187424,0.752692,0.235811
"2026-02-02 00:40:26,022",1650,1650,0.000481,0.000139,0.59422,0.187435,0.75274,0.235825
"2026-02-02 00:40:33,522",1655,1655,0.000481,0.000139,0.594339,0.187457,0.752841,0.235846
"2026-02-02 00:40:40,554",1660,1660,0.000481,0.000139,0.59437,0.187466,0.75283,0.235851
"2026-02-02 00:40:47,748",1665,1665,0.00048,0.000139,0.594705,0.187521,0.753092,0.235897
"2026-02-02 00:40:54,767",1670,1670,0.00048,0.000165,0.594987,0.237945,0.753301,0.297234
"2026-02-02 00:41:01,824",1675,1675,0.00048,0.000178,0.594787,0.232266,0.753087,0.292075
"2026-02-02 00:41:09,329",1680,1680,0.00048,0.000178,0.594886,0.23359,0.753188,0.293685
"2026-02-02 00:41:16,528",1685,1685,0.000481,0.000178,0.594864,0.233361,0.753109,0.29318
"2026-02-02 00:41:23,615",1690,1690,0.000481,0.000179,0.594913,0.233618,0.753074,0.293126
"2026-02-02 00:41:30,609",1695,1695,0.000481,0.000181,0.594713,0.232652,0.752873,0.292336
"2026-02-02 00:41:37,499",1700,1700,0.000481,0.000181,0.594662,0.232547,0.752795,0.292254
"2026-02-02 00:41:44,821",1705,1705,0.000482,0.000183,0.59445,0.231923,0.752512,0.291496
"2026-02-02 00:41:51,729",1710,1710,0.000484,0.000186,0.594311,0.231659,0.752348,0.291267
"2026-02-02 00:41:58,538",1715,1715,0.000484,0.000186,0.594279,0.231736,0.752275,0.291327
"2026-02-02 00:42:05,808",1720,1720,0.000486,0.000189,0.594209,0.231706,0.752201,0.291372
"2026-02-02 00:42:13,027",1725,1725,0.000485,0.000188,0.594069,0.23152,0.752111,0.291375
"2026-02-02 00:42:19,999",1730,1730,0.000486,0.000188,0.593899,0.2313,0.751906,0.291134
"2026-02-02 00:42:27,065",1735,1735,0.000486,0.000187,0.593946,0.231531,0.751898,0.291308
"2026-02-02 00:42:34,605",1740,1740,0.000486,0.000187,0.59372,0.231237,0.751707,0.291127
"2026-02-02 00:42:41,931",1745,1745,0.000487,0.000187,0.593513,0.231009,0.751485,0.290915
"2026-02-02 00:42:49,207",1750,1750,0.000487,0.000186,0.593405,0.230966,0.751409,0.29096
"2026-02-02 00:42:56,624",1755,1755,0.000487,0.000186,0.593436,0.231139,0.75141,0.291117
"2026-02-02 00:43:03,532",1760,1760,0.000488,0.000187,0.593251,0.23098,0.751177,0.290919
"2026-02-02 00:43:10,632",1765,1765,0.000488,0.000187,0.593044,0.230807,0.750943,0.290737
"2026-02-02 00:43:17,730",1770,1770,0.000488,0.000186,0.593178,0.231097,0.75103,0.290994
"2026-02-02 00:43:24,725",1775,1775,0.000489,0.000187,0.592907,0.230852,0.750746,0.29076
"2026-02-02 00:43:32,083",1780,1780,0.000489,0.000186,0.592885,0.230926,0.750731,0.29087
"2026-02-02 00:43:39,100",1785,1785,0.000489,0.000186,0.59304,0.2312,0.750886,0.291167
"2026-02-02 00:43:46,649",1790,1790,0.000488,0.000185,0.593007,0.231242,0.750867,0.291247
"2026-02-02 00:43:53,967",1795,1795,0.000489,0.000185,0.593067,0.231381,0.750881,0.291357
"2026-02-02 00:44:01,239",1800,1800,0.000489,0.000184,0.593055,0.231435,0.750814,0.291374
"2026-02-02 00:44:08,420",1805,1805,0.000489,0.000227,0.593065,0.280574,0.750789,0.348654
"2026-02-02 00:44:15,586",1810,1810,0.000488,0.000206,0.593748,0.292059,0.751229,0.358103
"2026-02-02 00:44:22,646",1815,1815,0.000487,0.000208,0.594369,0.293088,0.751607,0.358815
"2026-02-02 00:44:29,681",1820,1820,0.000487,0.000205,0.59499,0.293521,0.752045,0.359617
"2026-02-02 00:44:37,088",1825,1825,0.000489,0.000223,0.595146,0.290778,0.751993,0.356899
"2026-02-02 00:44:43,836",1830,1830,0.000488,0.00022,0.5956,0.290636,0.752256,0.356853
"2026-02-02 00:44:50,850",1835,1835,0.000488,0.000219,0.596184,0.291129,0.752597,0.357176
"2026-02-02 00:44:58,005",1840,1840,0.000487,0.000217,0.596596,0.290837,0.752841,0.357045
"2026-02-02 00:45:04,772",1845,1845,0.000487,0.000216,0.597008,0.29062,0.753094,0.356983
"2026-02-02 00:45:11,451",1850,1850,0.000487,0.000216,0.59751,0.29073,0.753357,0.356966
"2026-02-02 00:45:18,296",1855,1855,0.000487,0.000218,0.597483,0.28937,0.753253,0.355943
"2026-02-02 00:45:25,213",1860,1860,0.000488,0.00022,0.597644,0.288721,0.753242,0.355336
"2026-02-02 00:45:32,060",1865,1865,0.000488,0.00022,0.597972,0.288568,0.753419,0.355263
"2026-02-02 00:45:39,222",1870,1870,0.000487,0.000219,0.598377,0.288608,0.753645,0.355307
"2026-02-02 00:45:46,171",1875,1875,0.000486,0.000217,0.598944,0.288973,0.754034,0.355676
"2026-02-02 00:45:53,426",1880,1880,0.000485,0.000216,0.599555,0.289377,0.75448,0.356111
"2026-02-02 00:46:00,681",1885,1885,0.000487,0.000219,0.599831,0.289145,0.754535,0.355801
"2026-02-02 00:46:07,967",1890,1890,0.000487,0.000219,0.600326,0.289309,0.75484,0.355945
"2026-02-02 00:46:15,361",1895,1895,0.000486,0.000217,0.600928,0.289628,0.755235,0.356221
"2026-02-02 00:46:22,560",1900,1900,0.000485,0.000216,0.601607,0.290036,0.75571,0.356592
"2026-02-02 00:46:29,785",1905,1905,0.000486,0.000218,0.601788,0.289692,0.755726,0.356268
"2026-02-02 00:46:37,482",1910,1910,0.000485,0.000217,0.602287,0.289819,0.756025,0.356366
"2026-02-02 00:46:44,482",1915,1915,0.000485,0.000217,0.602752,0.289893,0.75631,0.356437
"2026-02-02 00:46:51,906",1920,1920,0.000484,0.000216,0.603436,0.290241,0.756786,0.356746
"2026-02-02 00:46:59,073",1925,1925,0.000485,0.000217,0.603581,0.289909,0.756779,0.356445
"2026-02-02 00:47:06,178",1930,1930,0.000484,0.000217,0.604166,0.29012,0.757166,0.356629
"2026-02-02 00:47:13,668",1935,1935,0.000484,0.000216,0.604472,0.290002,0.75739,0.356618
"2026-02-02 00:47:21,006",1940,1940,0.000483,0.000216,0.605089,0.290235,0.757828,0.356842
"2026-02-02 00:47:28,147",1945,1945,0.000482,0.000215,0.60575,0.290501,0.758282,0.35707
"2026-02-02 00:47:35,239",1950,1950,0.000481,0.000215,0.606336,0.290676,0.758657,0.357204
"2026-02-02 00:47:42,547",1955,1955,0.000481,0.000214,0.606775,0.290697,0.758954,0.357252
"2026-02-02 00:47:49,470",1960,1960,0.00048,0.000214,0.607288,0.290789,0.759284,0.357333
"2026-02-02 00:47:56,376",1965,1965,0.00048,0.000214,0.607729,0.29081,0.759575,0.357372
"2026-02-02 00:48:03,514",1970,1970,0.000479,0.000213,0.608168,0.290831,0.759867,0.357412
"2026-02-02 00:48:10,391",1975,1975,0.00048,0.000214,0.608378,0.29065,0.759945,0.357261
"2026-02-02 00:48:17,291",1980,1980,0.000479,0.000214,0.608893,0.290743,0.760279,0.35734
"2026-02-02 00:48:24,573",1985,1985,0.000479,0.000214,0.60925,0.290701,0.760504,0.357324
"2026-02-02 00:48:31,483",1990,1990,0.000479,0.000214,0.609233,0.290355,0.760381,0.357025
"2026-02-02 00:48:38,691",1995,1995,0.000479,0.000214,0.60967,0.29039,0.760634,0.357042
"2026-02-02 00:48:45,945",2000,2000,0.000479,0.000214,0.610237,0.290528,0.760994,0.357142
"2026-02-02 00:48:52,608",2005,2005,0.000478,0.000214,0.610786,0.290647,0.76137,0.357252
"2026-02-02 00:48:59,699",2010,2010,0.000477,0.000213,0.611175,0.290642,0.761638,0.357276
"2026-02-02 00:49:06,587",2015,2015,0.000477,0.000214,0.611592,0.29066,0.761904,0.357299
"2026-02-02 00:49:13,825",2020,2020,0.000478,0.000214,0.611858,0.29057,0.762065,0.357246
"2026-02-02 00:49:21,043",2025,2025,0.000477,0.000214,0.61221,0.290545,0.762246,0.357211
"2026-02-02 00:49:28,210",2030,2030,0.000477,0.000214,0.612515,0.29049,0.762444,0.357189
"2026-02-02 00:49:35,686",2035,2035,0.000476,0.000214,0.61284,0.290453,0.762614,0.35715
"2026-02-02 00:49:43,027",2040,2040,0.000477,0.000214,0.613123,0.29039,0.762731,0.357078
"2026-02-02 00:49:50,211",2045,2045,0.000478,0.000215,0.613522,0.290406,0.762961,0.357083
"2026-02-02 00:49:57,225",2050,2050,0.000477,0.000215,0.613907,0.290414,0.763184,0.357085
"2026-02-02 00:50:04,454",2055,2055,0.000478,0.000215,0.613933,0.290196,0.763089,0.356886
"2026-02-02 00:50:11,452",2060,2060,0.000477,0.000215,0.614398,0.290259,0.763411,0.356954
"2026-02-02 00:50:18,509",2065,2065,0.000477,0.000215,0.614824,0.290297,0.763695,0.356996
"2026-02-02 00:50:25,472",2070,2070,0.000477,0.000215,0.615196,0.290303,0.763915,0.356999
"2026-02-02 00:50:32,526",2075,2075,0.000477,0.000215,0.615488,0.290262,0.764088,0.356975
"2026-02-02 00:50:39,734",2080,2080,0.000476,0.000215,0.615969,0.290333,0.764408,0.357037
"2026-02-02 00:50:47,021",2085,2085,0.000476,0.000215,0.616335,0.290337,0.764604,0.357028
"2026-02-02 00:50:53,801",2090,2090,0.000475,0.000214,0.616685,0.290333,0.76485,0.357047
"2026-02-02 00:51:00,411",2095,2095,0.000475,0.000215,0.617008,0.290315,0.765001,0.357014
"2026-02-02 00:51:07,364",2100,2100,0.000475,0.000236,0.617195,0.338855,0.765111,0.421361
"2026-02-02 00:51:14,218",2105,2105,0.000475,0.000247,0.617157,0.336595,0.765122,0.416422
"2026-02-02 00:51:21,358",2110,2110,0.000476,0.000262,0.616703,0.329943,0.764712,0.409619
"2026-02-02 00:51:28,392",2115,2115,0.000478,0.000276,0.616383,0.329057,0.764435,0.408691
"2026-02-02 00:51:35,782",2120,2120,0.000478,0.000277,0.615991,0.328023,0.764125,0.407938
"2026-02-02 00:51:43,079",2125,2125,0.000478,0.000271,0.615946,0.329631,0.76415,0.409646
"2026-02-02 00:51:50,030",2130,2130,0.000479,0.000271,0.615562,0.32887,0.76379,0.408703
"2026-02-02 00:51:56,990",2135,2135,0.000479,0.00027,0.61536,0.329163,0.763663,0.409105
"2026-02-02 00:52:03,595",2140,2140,0.00048,0.00027,0.615153,0.329362,0.763462,0.409103
"2026-02-02 00:52:10,254",2145,2145,0.00048,0.000269,0.614941,0.329494,0.763317,0.409299
"2026-02-02 00:52:17,313",2150,2150,0.000481,0.000269,0.61479,0.329794,0.763181,0.409488
"2026-02-02 00:52:24,257",2155,2155,0.000481,0.00027,0.614459,0.329502,0.762907,0.409225
"2026-02-02 00:52:31,278",2160,2160,0.000481,0.000268,0.614428,0.330079,0.762937,0.409841
"2026-02-02 00:52:38,929",2165,2165,0.000481,0.000267,0.614369,0.330499,0.762937,0.410285
"2026-02-02 00:52:46,228",2170,2170,0.000481,0.000266,0.614267,0.330753,0.762899,0.410577
"2026-02-02 00:52:53,246",2175,2175,0.000482,0.000266,0.614002,0.33061,0.762661,0.410383
"2026-02-02 00:53:00,374",2180,2180,0.000482,0.000265,0.613835,0.330688,0.762541,0.41046
"2026-02-02 00:53:07,453",2185,2185,0.000482,0.000264,0.613663,0.330746,0.762476,0.410634
"2026-02-02 00:53:14,845",2190,2190,0.000483,0.000265,0.61348,0.330775,0.762312,0.410605
"2026-02-02 00:53:21,806",2195,2195,0.000483,0.000266,0.613244,0.330707,0.762125,0.410534
"2026-02-02 00:53:28,967",2200,2200,0.000483,0.000265,0.613082,0.330766,0.76204,0.410643
"2026-02-02 00:53:37,337",2205,2205,0.000484,0.000265,0.612868,0.330736,0.761872,0.410606
"2026-02-02 00:53:44,557",2210,2210,0.000485,0.000266,0.612552,0.33055,0.761578,0.410379
"2026-02-02 00:53:51,911",2215,2215,0.000484,0.000265,0.612658,0.331001,0.761755,0.410864
"2026-02-02 00:53:59,513",2220,2220,0.000484,0.000264,0.612562,0.33113,0.761701,0.410982
"2026-02-02 00:54:06,668",2225,2225,0.000485,0.000264,0.612349,0.331087,0.76154,0.410945
"2026-02-02 00:54:13,628",2230,2230,0.000485,0.000264,0.612082,0.330975,0.761353,0.410875
"2026-02-02 00:54:20,723",2235,2235,0.000485,0.000264,0.611954,0.331047,0.76124,0.410903
"2026-02-02 00:54:27,974",2240,2240,0.000486,0.000264,0.611772,0.331046,0.7611,0.410895
"2026-02-02 00:54:35,340",2245,2245,0.000486,0.000264,0.611631,0.331094,0.761044,0.410988
"2026-02-02 00:54:42,773",2250,2250,0.000486,0.000264,0.611309,0.330928,0.760771,0.410823
"2026-02-02 00:54:49,860",2255,2255,0.000487,0.000264,0.610961,0.330744,0.760464,0.41063
"2026-02-02 00:54:57,387",2260,2260,0.000488,0.000265,0.610705,0.330668,0.760259,0.410559
"2026-02-02 00:55:04,717",2265,2265,0.000488,0.000264,0.610613,0.330769,0.76021,0.410655
"2026-02-02 00:55:12,151",2270,2270,0.000488,0.000264,0.610327,0.330665,0.759989,0.410568
"2026-02-02 00:55:19,733",2275,2275,0.000488,0.000264,0.610212,0.330735,0.759924,0.410642
"2026-02-02 00:55:26,752",2280,2280,0.000488,0.000264,0.609953,0.330662,0.759759,0.410613
"2026-02-02 00:55:33,951",2285,2285,0.000488,0.000264,0.609993,0.330875,0.759826,0.410806
"2026-02-02 00:55:41,301",2290,2290,0.000489,0.000264,0.60981,0.33087,0.759667,0.41078
"2026-02-02 00:55:48,421",2295,2295,0.000489,0.000263,0.609628,0.330866,0.759566,0.410807
"2026-02-02 00:55:55,368",2300,2300,0.000491,0.000265,0.609149,0.330599,0.759103,0.410512
"2026-02-02 00:56:02,845",2305,2305,0.000495,0.000563,0.608771,0.361949,0.758685,0.449581
"2026-02-02 00:56:09,858",2310,2310,0.000496,0.000426,0.608623,0.36831,0.758485,0.457158
"2026-02-02 00:56:16,843",2315,2315,0.000497,0.000383,0.608646,0.372113,0.758463,0.461351
"2026-02-02 00:56:24,319",2320,2320,0.000499,0.000382,0.608393,0.371069,0.758162,0.460438
"2026-02-02 00:56:30,968",2325,2325,0.000501,0.000383,0.60814,0.370466,0.757813,0.459543
"2026-02-02 00:56:37,730",2330,2330,0.000502,0.000373,0.608067,0.371229,0.757681,0.460348
"2026-02-02 00:56:45,299",2335,2335,0.000502,0.000363,0.608109,0.372383,0.757702,0.461734
"2026-02-02 00:56:52,472",2340,2340,0.000502,0.000355,0.60803,0.372663,0.757607,0.462208
"2026-02-02 00:56:59,605",2345,2345,0.000502,0.00035,0.608001,0.373083,0.757546,0.462716
"2026-02-02 00:57:06,894",2350,2350,0.000504,0.000352,0.607683,0.372327,0.757172,0.461935
"2026-02-02 00:57:14,369",2355,2355,0.000503,0.000346,0.607936,0.373663,0.757339,0.463146
"2026-02-02 00:57:21,623",2360,2360,0.000504,0.000343,0.6079,0.373864,0.757285,0.46346
"2026-02-02 00:57:28,763",2365,2365,0.000503,0.000338,0.607903,0.374148,0.757316,0.463966
"2026-02-02 00:57:36,267",2370,2370,0.000504,0.000339,0.607763,0.374006,0.757162,0.463906
"2026-02-02 00:57:43,593",2375,2375,0.000505,0.000337,0.607778,0.374269,0.757109,0.464101
"2026-02-02 00:57:50,804",2380,2380,0.000508,0.000343,0.607645,0.374152,0.756874,0.463846
"2026-02-02 00:57:58,050",2385,2385,0.00051,0.000344,0.607502,0.374027,0.756643,0.463627
"2026-02-02 00:58:05,201",2390,2390,0.00051,0.000343,0.607692,0.374609,0.756754,0.464146
"2026-02-02 00:58:12,136",2395,2395,0.00051,0.000341,0.607683,0.374737,0.756699,0.464282
"2026-02-02 00:58:19,273",2400,2400,0.000511,0.000341,0.607511,0.374544,0.756519,0.464168
"2026-02-02 00:58:26,404",2405,2405,0.000512,0.000341,0.607437,0.374543,0.756445,0.464254
"2026-02-02 00:58:33,586",2410,2410,0.000513,0.000341,0.607226,0.374308,0.756236,0.464099
"2026-02-02 00:58:40,781",2415,2415,0.000515,0.000343,0.607013,0.374088,0.755929,0.463795
"2026-02-02 00:58:47,754",2420,2420,0.000516,0.000342,0.606969,0.374154,0.755807,0.463808
"2026-02-02 00:58:54,651",2425,2425,0.000518,0.000344,0.606885,0.374152,0.755638,0.463747
"2026-02-02 00:59:01,830",2430,2430,0.000518,0.000343,0.606796,0.374143,0.75553,0.46378
"2026-02-02 00:59:09,278",2435,2435,0.000522,0.000347,0.606584,0.373961,0.755266,0.463589
"2026-02-02 00:59:16,376",2440,2440,0.000523,0.000346,0.606659,0.374181,0.755296,0.46381
"2026-02-02 00:59:23,772",2445,2445,0.000523,0.000345,0.606668,0.374299,0.755276,0.46395
"2026-02-02 00:59:31,174",2450,2450,0.000523,0.000343,0.606653,0.374379,0.755209,0.464021
"2026-02-02 00:59:38,594",2455,2455,0.000525,0.000344,0.606183,0.373892,0.754675,0.463511
"2026-02-02 00:59:45,501",2460,2460,0.000526,0.000344,0.606165,0.373975,0.754611,0.463593
"2026-02-02 00:59:52,456",2465,2465,0.000527,0.000344,0.605829,0.373682,0.754237,0.463309
"2026-02-02 00:59:59,377",2470,2470,0.000528,0.000345,0.605627,0.373558,0.753979,0.463172
"2026-02-02 01:00:06,704",2475,2475,0.000528,0.000343,0.605793,0.373844,0.754094,0.463452
"2026-02-02 01:00:14,014",2480,2480,0.00053,0.000344,0.605624,0.373756,0.753882,0.463366
"2026-02-02 01:00:21,199",2485,2485,0.000533,0.000346,0.60557,0.373792,0.753761,0.463379
"2026-02-02 01:00:28,128",2490,2490,0.000536,0.000349,0.60548,0.37379,0.753606,0.463356
"2026-02-02 01:00:35,574",2495,2495,0.000537,0.000348,0.605422,0.373819,0.753487,0.46337
"2026-02-02 01:00:42,607",2500,2500,0.000537,0.000347,0.605381,0.373863,0.753395,0.463408
"2026-02-02 01:00:49,791",2505,2505,0.000537,0.000346,0.605288,0.373854,0.753289,0.463431
"2026-02-02 01:00:56,615",2510,2510,0.000538,0.000346,0.605004,0.373669,0.752997,0.46328
"2026-02-02 01:01:03,418",2515,2515,0.000538,0.000346,0.605132,0.373866,0.753012,0.463414
"2026-02-02 01:01:10,753",2520,2520,0.000538,0.000345,0.605031,0.373851,0.75291,0.463438
"2026-02-02 01:01:17,739",2525,2525,0.000539,0.000345,0.604819,0.373739,0.752668,0.463338
"2026-02-02 01:01:24,333",2530,2530,0.000543,0.000347,0.604781,0.373779,0.752587,0.46338
"2026-02-02 01:01:31,313",2535,2535,0.000543,0.000346,0.604841,0.373901,0.752629,0.463522
"2026-02-02 01:01:38,565",2540,2540,0.000544,0.000346,0.604671,0.373828,0.752431,0.463461
"2026-02-02 01:01:45,646",2545,2545,0.000545,0.000346,0.604511,0.373766,0.752213,0.463386
"2026-02-02 01:01:52,638",2550,2550,0.000546,0.000346,0.604274,0.373645,0.751936,0.463267
"2026-02-02 01:01:59,501",2555,2555,0.000546,0.000346,0.604268,0.373708,0.751851,0.463301
"2026-02-02 01:02:06,551",2560,2560,0.000548,0.000346,0.604152,0.373684,0.751673,0.463262
"2026-02-02 01:02:13,541",2565,2565,0.000548,0.000346,0.604256,0.373825,0.751667,0.463353
"2026-02-02 01:02:20,791",2570,2570,0.000553,0.000348,0.603816,0.373561,0.751137,0.463054
"2026-02-02 01:02:27,827",2575,2575,0.000553,0.000347,0.603804,0.373616,0.751099,0.463122
"2026-02-02 01:02:35,064",2580,2580,0.000553,0.000347,0.603643,0.373561,0.750928,0.463092
"2026-02-02 01:02:41,785",2585,2585,0.000554,0.000347,0.603661,0.373635,0.750875,0.463146
"2026-02-02 01:02:48,682",2590,2590,0.000554,0.000346,0.603662,0.373694,0.750854,0.46322
"2026-02-02 01:02:55,587",2595,2595,0.000555,0.000367,0.603766,0.42948,0.750905,0.528175
"2026-02-02 01:03:02,282",2600,2600,0.000555,0.000364,0.603982,0.429042,0.751113,0.52885
"2026-02-02 01:03:09,167",2605,2605,0.000554,0.000363,0.604407,0.432122,0.751425,0.53059
"2026-02-02 01:03:16,379",2610,2610,0.000554,0.000367,0.604593,0.430887,0.751568,0.529538
"2026-02-02 01:03:23,464",2615,2615,0.000553,0.000366,0.604905,0.43129,0.751827,0.529948
"2026-02-02 01:03:30,518",2620,2620,0.000552,0.000365,0.605363,0.432597,0.752169,0.530816
"2026-02-02 01:03:37,573",2625,2625,0.000552,0.000368,0.605437,0.431191,0.752244,0.529804
"2026-02-02 01:03:44,504",2630,2630,0.000551,0.000367,0.605749,0.431414,0.752486,0.529941
"2026-02-02 01:03:51,605",2635,2635,0.000551,0.000367,0.605941,0.431026,0.752677,0.529814
"2026-02-02 01:03:58,776",2640,2640,0.00055,0.000367,0.60619,0.430961,0.752898,0.529844
"2026-02-02 01:04:05,796",2645,2645,0.00055,0.000367,0.606513,0.431195,0.753118,0.529864
"2026-02-02 01:04:12,762",2650,2650,0.000549,0.000367,0.606654,0.430756,0.753266,0.529633
"2026-02-02 01:04:19,423",2655,2655,0.000548,0.000366,0.607059,0.431242,0.753611,0.530075
"2026-02-02 01:04:26,178",2660,2660,0.000548,0.000366,0.607392,0.431446,0.753871,0.530203
