run_name,version,cd,f1_tau,f1_2tau,total_time_sec,total_time_min,avg_inference_sec,avg_inference_ms,avg_batch_sec,throughput_imgs_per_sec,config,checkpoint,log_path
"designA_gpu_full","designa_vgg_0304072129",0.000498,0.642188,0.780343,1320.10,22.00,0.0327,32.68,0.0711,30.60,"configs/defaults/designA_vgg.yml","datasets/data/pretrained/tensorflow.pth.tar","artifacts/logs/designA/designA_gpu_full/designa_vgg_0304072129_eval.log"
